"Eglisau, Dachselen",681.440,270.250,390
"Eglisau, Heimat",681.610,270.320,390
"Eglisau, Kaiserhof",681.950,269.645,390
"Eglisau, Oberseglingen",681.695,269.600,390
"Eglisau, Schlafapfelbaum",681.330,270.410,390
"Eglisau, Steinboden",682.270,269.590,390
"Eglisau, Tössriedern",683.120,268.920,390
"Eglisau, Viehmarkt",681.540,270.080,390
"Eglisau, Wiler",682.180,270.140,390
"Egliswil, Industrie",655.741,244.500,470
"Egliswil, Waageplatz",656.382,244.569,470
"Egliswil, Zopf",656.631,244.117,470
Egnach,746.368,267.732,401
"Egnach, Bahnhof",746.328,267.731,404
"Egnach, Buech",746.713,267.095,411
"Egnach, Kehlhof",745.928,268.274,401
"Egnach, Kreisel",746.110,267.450,408
"Egnach, Mooswiesen",745.970,267.951,403
"Egnach, Wiedehorn",747.593,266.584,408
"Egnach, Wilenstrasse",745.909,267.600,408
"Egolzwil, Gemeindehaus",643.171,226.132,513
Egschi,745.311,177.833,1252
"Ehrendingen, Breitwies",667.782,260.389,485
"Ehrendingen, Höhtal",667.589,260.003,493
"Ehrendingen, Mühleweg",667.432,259.559,422
"Ehrendingen, Niedermatt",668.054,261.086,455
"Ehrendingen, Post",667.915,260.764,467
"Ehrendingen, Tiefenwaag",668.396,262.040,432
"Ehrendingen, Unterdorf",668.352,261.545,445
Ehrikon,703.425,252.950,627
Ei im Emmental,624.107,208.560,685
"Eich, Brand",655.362,224.064,710
"Eich, Dorf",655.321,222.448,515
"Eich, Eichberg",655.254,223.484,642
"Eich, Eichhof",655.142,222.971,568
"Eich, Seematt",655.738,222.085,515
"Eich, Vogelsang",655.940,223.627,695
"Eichberg, Dorf",757.531,246.007,528
"Eichberg, Härdli",757.842,245.772,501
"Eichberg, Post",758.145,245.626,458
"Eichberg, Süesswinkel",757.100,245.626,560
Eichenring,662.460,216.496,517
"Eichholz, alte Post",584.182,177.867,834
"Eichholz, Guglera",584.844,177.103,854
"Eichsel, Bächlegasse",624.178,272.298,450
"Eichsel, Dinkelbergstrasse",624.114,271.852,420
"Eichsel, Kirche",623.977,272.171,437
"Eichsel, Niedereichsel",623.824,271.373,357
Eierhals,691.240,219.070,729
Eierhals AeS,691.238,219.062,728
Eierschwand,694.621,193.438,1007
Eifeld,615.579,170.320,626
"Eigenthal, Eigenthalerhof",658.654,206.821,1016
"Eigenthal, Hochwäldli",658.503,207.619,1005
"Eigenthal, Talboden",659.382,206.484,969
Eigergletscher,641.046,158.310,2320
Eigerwand,643.305,159.050,2865
Eiken,641.502,264.846,329
"Eiken, Industriezone Rütti",641.743,265.955,307
"Eiken, Ost",641.866,264.419,328
"Eiken, Post",641.402,264.770,329
"Eiken, West",640.939,265.095,329
Einfang (Abzw),677.295,250.283,394
Einigen (Spw),615.355,173.345,589
Einigen ThS,615.948,173.193,590
"Einigen, Chanderbrügg",614.988,173.689,565
"Einigen, Post",615.444,173.404,568
"Einigen, Teller",616.057,172.931,568
Einsiedeln,699.075,220.557,881
Einsiedeln Gleisende,699.049,220.482,881
Einsiedeln Holzrüti (Agl),699.470,222.013,866
"Einsiedeln, Allmeindstrasse",698.667,220.034,888
"Einsiedeln, Altersheim",698.935,219.777,893
"Einsiedeln, Badeanstalt",700.545,222.913,896
"Einsiedeln, Bahnhof",699.075,220.489,881
"Einsiedeln, Birchli/Garage",700.702,220.843,925
"Einsiedeln, Birchli/Sternen",700.850,220.626,919
"Einsiedeln, Birchli/Stollern",701.025,220.467,910
"Einsiedeln, Blüemenen",700.250,222.109,896
"Einsiedeln, Brüel",699.616,220.500,905
"Einsiedeln, Diorama",699.443,220.724,890
"Einsiedeln, Eschbach",698.868,221.398,876
"Einsiedeln, Friedhof",700.170,220.780,914
"Einsiedeln, Gerbe",699.504,221.003,892
"Einsiedeln, Grütli",699.708,221.366,903
"Einsiedeln, Heidenbühl",699.037,220.851,878
"Einsiedeln, Horgenberg",699.730,221.600,900
"Einsiedeln, Hüendermatt",700.039,221.834,893
"Einsiedeln, Klosterplatz",699.487,220.346,895
"Einsiedeln, Kornhausstrasse",698.470,219.500,900
"Einsiedeln, Langrütistrasse",698.988,220.140,886
"Einsiedeln, Rietstrasse",698.417,220.477,897
"Einsiedeln, Rüti-Säge",698.530,219.164,903
"Einsiedeln, Scheidweg",698.907,221.186,879
"Einsiedeln, Schlyffi",698.520,219.870,898
"Einsiedeln, Spital",698.650,220.800,895
"Einsiedeln, Steig",698.730,221.704,899
"Einsiedeln, Steinauerstrasse",698.790,220.640,890
"Einsiedeln, Sternenplatz",699.309,220.394,885
"Einsiedeln, Wäni",698.730,219.440,900
"Einsiedeln, Wasenmattstrasse",699.718,221.066,905
"Einsiedeln, Wissmüli",699.083,221.091,874
"Einsiedeln, Zürichstrasse",699.097,221.339,872
"Einsiedeln,Altersheim Langrüti",698.904,219.848,892
Eischoll (Bergstation),626.597,127.009,1230
Eischoll SESt,000.000,000.000,000
Eisee,000.000,000.000,000
Eismeer,643.815,158.055,3159
"Eison, village",602.119,111.432,1651
"Eison, Felliny",601.887,111.718,1618
"Eison, La Crettaz",602.492,111.063,1661
"Eison, Proveric",602.285,111.266,1653
"Eisten, zum Tann",636.432,113.688,1325
"Eisten, Ahorn",635.595,115.464,1206
"Eisten, Bodenbrücke",636.195,114.231,1272
"Eisten, Fluhbalmen",634.679,117.350,1054
"Eisten, Ganter",646.798,127.552,1421
"Eisten, Ganterbrücke",647.538,127.261,1480
"Eisten, Post",635.047,116.659,1097
"Eisten, Raftgarten",634.472,117.923,1012
"Eisten, Randfluh",635.505,115.736,1179
"Eisten, Zen Eisten",635.330,116.123,1146
"Elfingen, Sternen",649.723,261.966,448
Elgg,707.350,261.838,507
"Elgg, Bahnhof",707.350,261.830,507
"Elgg, Dorf",707.600,261.050,507
"Elgg, Obergasse",707.761,260.850,538
"Elgg, Post",707.533,261.396,511
"Elgg, Schloss",707.532,260.042,608
"Elgg, Sennhof",707.311,259.391,624
Ellighausen,727.607,275.027,517
"Ellikon a. d. Thur, Dorf",704.350,268.950,390
"Ellikon a. d. Thur, Klinik",704.343,268.665,401
"Ellikon a. d. Thur, Wald",706.100,268.900,390
Ellikon am Rhein,687.093,273.435,345
Elm SBE,731.334,197.274,962
"Elm, Altersheim",731.748,197.564,986
"Elm, Büelstafel",729.016,195.616,1259
"Elm, Chappelen",730.676,196.869,1059
"Elm, Dorf",732.014,197.882,981
"Elm, Meissenboden",731.763,200.277,873
"Elm, Obererbs Höhenweg",727.875,195.615,1646
"Elm, Obererbs Skihütte",727.560,195.650,1703
"Elm, Obmoos",731.538,197.382,1002
"Elm, Rüfi",730.368,196.739,1083
"Elm, Schwändi",732.025,199.181,937
"Elm, Sportbahnen",731.296,197.214,1019
"Elm, Station",731.257,198.232,963
"Elm, Steinibach",730.030,196.588,1105
"Elsau, Bännebrett",701.362,262.328,468
"Elsau, Bettli",703.251,261.306,536
"Elsau, Dorf",702.700,262.450,515
"Elsau, Ebnet",702.650,262.150,515
"Elsau, Pestalozzistrasse",702.493,261.842,515
"Elsau, Sportplatz",701.887,262.136,468
"Elsau, Tolhusen",703.510,260.499,515
Elsigbach,612.871,153.114,1302
Elsigbach LEE,612.877,153.102,1302
Elsigenalp,614.108,152.377,1802
Embd (Luftseilbahn),629.894,118.246,1420
Embd (Seilbahn) Bergstation,630.025,118.376,1420
Embrach Embraport CT,687.010,264.100,425
Embrach-Rorbas,686.495,263.949,423
"Embrach-Rorbas, Bahnhof",686.500,263.940,430
"Embrach, Alterszentrum",686.833,263.051,430
"Embrach, Dreispitz",687.007,262.800,430
"Embrach, Embraport",687.000,263.650,430
"Embrach, Gemeindehaus",687.100,261.950,430
"Embrach, Hard",686.373,264.182,416
"Embrach, Illingerweg",686.700,263.400,430
"Embrach, Im Feld",687.007,263.205,426
"Embrach, Oberdorf",687.425,261.675,430
"Embrach, Post",687.025,262.250,430
"Embrach, Zürcherstrasse",687.125,261.600,430
"Emdthal, Bad Heustrich",618.767,166.574,700
"Emdthal, Dorf",618.743,167.130,714
Emmat,695.547,238.713,526
"Emmen, Abendweg",664.470,215.131,429
"Emmen, Allmendli",666.071,215.041,429
"Emmen, Fichtenstrasse",664.668,214.030,429
"Emmen, Flugzeugwerke",666.126,215.377,425
"Emmen, Hasli",666.463,216.430,422
"Emmen, Kasernenstrasse",664.688,215.296,429
"Emmen, Kirche",665.656,214.571,428
"Emmen, Lindenfeldring",665.000,214.170,429
"Emmen, Lindenheim",664.785,214.208,436
"Emmen, Rüeggisingen",664.213,214.935,429
"Emmen, Schwimmbad Mooshüsli",664.515,214.684,435
"Emmen, Sternen",665.462,214.369,429
"Emmen, Unterspitalhof",665.865,214.757,429
Emmenbrücke,664.100,213.631,438
Emmenbrücke Gersag,663.654,214.484,434
"Emmenbrücke Gersag, Bahnhof",663.702,214.542,437
"Emmenbrücke, Alp",662.988,214.186,490
"Emmenbrücke, Bahnhof",664.061,213.648,437
"Emmenbrücke, Benziwil Ost",663.949,215.773,490
"Emmenbrücke, Benziwil West",663.750,215.608,492
"Emmenbrücke, Bösfeld",663.331,215.568,438
"Emmenbrücke, Celtastrasse",663.642,214.679,455
"Emmenbrücke, Central",663.769,213.881,438
"Emmenbrücke, Chörbli",662.651,215.134,499
"Emmenbrücke, Emmen Center",664.446,213.919,438
"Emmenbrücke, Emmenbaum",663.959,213.646,436
"Emmenbrücke, Erlenmatte",662.681,214.121,495
"Emmenbrücke, Erlenring",662.778,214.205,497
"Emmenbrücke, Geisselermoos",659.880,215.676,559
"Emmenbrücke, Haldenring",663.252,214.291,468
"Emmenbrücke, Hochdorferstrasse",664.184,213.666,438
"Emmenbrücke, Holzhof",660.412,215.395,543
"Emmenbrücke, Hübeli",663.532,215.406,480
"Emmenbrücke, Innerrain",660.646,214.701,535
"Emmenbrücke, Krauerstrasse",663.589,214.188,457
"Emmenbrücke, Listrig",662.778,214.763,496
"Emmenbrücke, Lohrensäge",661.842,214.873,511
"Emmenbrücke, Marienkirche",664.313,213.690,432
"Emmenbrücke, Neuhof",662.176,213.777,510
"Emmenbrücke, Ober Gersag",663.699,214.911,465
"Emmenbrücke, Obere Erlen",662.336,213.866,506
"Emmenbrücke, Reform. Kirche",663.036,214.426,490
"Emmenbrücke, Riffig",662.709,214.909,500
"Emmenbrücke, Riffigstrasse",662.963,214.762,490
"Emmenbrücke, Schaubhus",663.780,215.183,465
"Emmenbrücke, Schwanderhofstr.",665.043,213.828,430
"Emmenbrücke, Schönbühl",662.018,213.987,515
"Emmenbrücke, Sedelstrasse",664.820,213.653,431
"Emmenbrücke, Seetalplatz",663.992,213.452,434
"Emmenbrücke, Sonnenplatz",663.579,214.401,457
"Emmenbrücke, Sportplatz",664.020,214.722,440
"Emmenbrücke, Sprengi",663.301,214.822,479
"Emmenbrücke, Strassenkreuz",661.338,214.989,526
"Emmenbrücke, Untere Wiese",662.834,214.056,490
"Emmenbrücke, Waldstrasse",663.968,215.503,460
"Emmenbrücke, Zentrum Gersag",663.774,214.550,442
Emmenfeld (Agl),666.140,215.480,426
Emmenmatt,623.498,199.720,650
"Emmenmatt, Obermatt",624.084,200.099,645
Emmetten (Niederbauenbahn),682.235,201.099,762
Emmetten BBE,681.800,201.200,762
"Emmetten, Hattig",683.496,201.401,749
"Emmetten, March",684.555,201.471,768
"Emmetten, Post",681.963,201.157,760
"Emmetten, Sagendorf",682.778,201.386,721
"Emmetten, Schöneck",681.230,201.375,693
"Ems GR, Chemie",752.047,188.405,597
Ems Werk,751.954,188.317,597
Ems Werk (B),752.264,188.336,595
Ems Werk CT,000.000,000.000,000
En Châlex,563.746,128.206,393
En Charnet,557.418,116.323,901
"Endingen, Israelit. Friedhof",665.591,264.932,404
"Endingen, Post",664.131,265.557,385
"Endingen, Schule",663.953,265.373,390
"Endingen, Schöntal",664.609,265.052,386
"Enge i.S., Abzweigung Bahnhof",598.435,166.240,804
Enge im Simmental,598.392,166.250,814
Engelberg,673.564,185.826,1002
Engelberg (Brunni-Bahnen),674.539,185.770,1002
Engelberg (Fürenalp Bahn),677.144,183.895,1002
Engelberg (Talstation Titlis),673.079,185.455,1000
Engelberg Boden,672.299,186.214,992
Engelberg-Wingreis,580.180,216.828,429
"Engelberg, Bahnhof",673.578,185.812,1003
"Engelberg, Brunnibahn",674.541,185.731,1015
"Engelberg, Fürenalpbahn",677.155,183.885,1083
"Engelberg, Titlisbahn",673.050,185.478,1000
"Engelburg, Abzw. Spisegg",743.550,254.500,574
"Engelburg, Chapf",744.340,256.755,666
"Engelburg, Dorfplatz",743.420,256.576,721
"Engelburg, Ebnet",744.087,255.367,655
"Engelburg, Egelsrüti",743.625,257.125,723
"Engelburg, Freihof",743.992,256.178,687
"Engelburg, Jägerhaus",743.175,257.050,723
"Engelburg, Lindenwies",744.114,255.738,660
"Engelburg, Schulhaus",743.774,256.395,699
Engeloch VS,644.877,119.400,1788
Engen,699.850,301.450,520
"Enges, bif. Les Gravereules",569.023,214.972,932
"Enges, collège",567.943,212.775,899
"Enges, village",567.592,211.823,816
"Enges, Les Gravereules",568.851,214.707,944
"Enges, Lordel",568.302,213.487,913
"Enges, Verger-du-Bas",567.330,211.509,777
"Enggistein, Dorf",612.056,197.921,691
"Enggistein, Rüttihubelstrasse",612.077,198.083,691
"Engi, Dorf",730.428,204.858,812
"Engi, Hinterdorf",730.908,204.100,799
"Engi, Höfliegg",729.336,205.476,780
"Engi, Landesplattenberg",731.162,203.835,798
"Engi, Vorderdorf",729.800,205.111,781
"Engi, Weberei",730.300,205.200,803
"Engishofen, Dorf",736.500,269.000,447
"Engishofen, Dorfplatz",736.440,268.998,442
"Engishofen, Oberdorf",736.112,268.992,450
"Englisberg, Abzw. Kühlewil",601.773,194.455,784
"Englisberg, Dorf",602.300,194.031,819
"Englisberg, Eichholzacker",602.723,193.423,838
"Englisberg, Neuhaus",602.375,193.826,832
"Engollon, piscine",560.098,210.301,727
"Engollon, village",560.631,209.772,727
Engstlenalp,669.177,180.883,1835
Engstlensee,671.181,180.888,1943
Engstligenalp,609.720,144.237,1971
"Engwang, Dorf",721.513,273.435,446
Engwil (Verzw),748.194,258.400,584
"Engwilen, Abzw. Uetwilen",724.100,274.950,510
"Engwilen, Hauptstrasse",724.514,275.634,543
"Engwilen, Post",724.550,275.450,532
Ennenda,724.537,210.402,478
"Ennenda, Ennetbühls",724.296,211.313,479
"Ennenda, Gemeindehaus",724.602,210.453,479
"Ennenda, Seilbahn",725.000,210.235,478
"Ennenda, Villastrasse",724.493,210.703,477
"Ennenda, Wiese/Salem",724.750,210.375,478
"Ennetbaden, Aeusserer Berg",667.034,259.676,468
"Ennetbaden, Badstrasse",666.025,259.100,359
"Ennetbaden, Felsenegg",665.790,258.392,359
"Ennetbaden, Friedhof",666.901,259.423,418
"Ennetbaden, Gärtnerweg",666.696,259.260,414
"Ennetbaden, Geissbergstrasse",666.497,259.284,398
"Ennetbaden, Gemeindehaus",666.055,258.964,375
"Ennetbaden, Goldwand",665.815,259.448,359
"Ennetbaden, Kirche",666.236,259.081,378
"Ennetbaden, Neuacker",666.758,259.549,441
"Ennetbaden, Rebhalde",666.545,259.439,428
"Ennetbaden, Schiefe Brücke",665.969,259.056,355
"Ennetbaden, Schlieren",666.692,259.427,423
"Ennetbaden, Schützenhaus",666.160,258.880,406
"Ennetbühl, Bernhalde/Lutert.",738.565,234.013,1027
"Ennetbühl, Dorf",734.110,233.704,885
"Ennetbühl, Gillsäge",734.732,233.780,871
"Ennetbühl, Schiltmoos",739.673,234.720,1139
Ennetbürgen SGV,674.739,204.547,435
"Ennetbürgen, Flugplatz",672.498,203.277,447
"Ennetbürgen, Herdern",672.876,203.559,441
"Ennetbürgen, Oeltrotte",673.801,204.047,438
"Ennetbürgen, Post",674.175,204.225,435
"Ennetbürgen, Riedmatt",673.286,203.774,439
"Ennetbürgen, Strandbad",674.263,203.619,436
"Ennetmoos, Abz. Vorsässstrasse",665.847,199.524,717
"Ennetmoos, Abzw. Rütli",665.598,199.224,687
"Ennetmoos, Allweg",668.267,200.995,509
"Ennetmoos, Ebnet",665.467,198.707,610
"Ennetmoos, Morgenstern",668.597,201.056,510
"Ennetmoos, Mueterschwandenberg",666.139,200.063,773
"Ennetmoos, Riedmatthof",667.950,200.550,519
"Ennetmoos, Rohren",667.179,199.377,526
"Ennetmoos, Schützenhaus",667.688,200.113,510
"Ennetmoos, Waldheim",666.851,199.013,526
"Ennetturgi, ABB",660.971,260.999,335
Enney,572.904,157.186,712
"Enney, village",572.793,157.242,718
Enson-la-Fin,574.800,238.900,1000
Entlebuch,647.443,204.925,684
"Entlebuch, Bahnhof",647.431,204.875,683
"Entlebuch, Drei Könige",647.652,204.937,716
"Entlebuch, Lehn",647.969,205.539,723
"Entlebuch, Marktplatz",647.669,204.703,727
"Entlebuch, Rusacher",648.048,205.822,725
"Entlebuch, Schwand",648.198,206.361,722
"Entlebuch, Spüelen",647.934,203.731,825
"Entlebuch, Unteregg",648.394,203.463,892
"Entlebuch, Zeug",648.399,207.224,726
Epagnier,568.307,206.853,444
Epagny,571.832,161.542,728
"Epagny, aérodrome",573.025,160.590,696
"Epagny, village",572.846,159.961,711
"Epagny, Croix-Blanche",572.861,159.720,715
"Epagny, Motel",572.476,160.355,710
"Epagny, Prâ Dêrê",573.473,161.273,693
"Epalinges, centre",541.285,155.512,788
"Epalinges, collège",541.419,155.536,785
"Epalinges, Ballègue",541.045,156.245,812
"Epalinges, Biolleyre",540.931,155.977,795
"Epalinges, Bois de Ban",540.496,156.642,791
"Epalinges, Bois-Murat",539.945,155.244,711
"Epalinges, Croisettes",540.388,154.918,714
"Epalinges, Croix-Blanche",541.117,155.439,787
"Epalinges, En Praz Bin",541.166,155.782,796
"Epalinges, Florimont",540.215,155.565,724
"Epalinges, Grand Chemin",542.144,156.228,826
"Epalinges, Lion d'Or",541.852,155.872,785
"Epalinges, Marcel Regamey",541.398,155.548,786
"Epalinges, Monteclard",540.440,155.833,768
"Epalinges, Pierraz",540.560,156.003,776
"Epalinges, Planches",540.791,155.095,747
"Epalinges, Polny",540.711,156.155,797
"Epalinges, Pré-d'Yverdon",541.241,155.021,765
"Epalinges, Près-les-bois",540.849,156.973,809
"Epalinges, Praz-Buchilly",541.415,156.470,834
"Epalinges, Raidillon",541.159,154.749,754
"Epalinges, Sylvana",541.398,155.331,796
"Epalinges, Tuileries",540.153,155.089,710
"Epalinges, Vuilletaz",541.582,156.073,835
"Epautheyres, croisée",539.014,176.682,513
"Epauvillers, bif. sur Le Péca",576.597,243.673,734
"Epauvillers, haut du village",575.308,242.593,714
"Epauvillers, poste",575.542,242.716,694
Ependes,536.501,177.584,440
"Ependes FR, village",577.582,178.092,748
"Ependes FR, Invuet",578.665,179.200,709
"Ependes FR, La Pala",577.906,178.439,713
"Ependes VD, croisée",536.699,177.287,585
Epesses,546.755,148.903,383
"Epesses, village",546.899,149.172,458
"Epesses, Chapotannaz",547.800,148.387,501
"Epesses, Crêt-Dessus",546.654,149.234,460
Epinassey,566.821,115.755,482
"Epiquerez, village",570.836,241.997,881
"Epiquerez, Montbion",572.822,241.354,750
Epsach-Baar,582.991,212.801,448
"Epsach, Dorf",583.473,213.169,461
"Eptingen, Edelweiss",628.434,248.894,567
"Eptingen, Gemeindeplatz",628.800,248.400,567
"Erde, poste",588.718,120.742,785
"Erde, La Touaide",588.118,120.639,813
"Erdesson, bif.",602.040,121.420,930
"Erdesson, Daillet",000.000,000.000,000
Erdmannlistein,666.049,244.672,430
"Ergisch, Dorf",621.280,126.910,1092
"Ergisch, Linden",620.676,127.001,785
"Ergisch, Wasserleite",620.879,123.643,1443
Erich/Tschuggen,641.643,134.972,1446
"Eriswil, Ahorn",632.809,210.791,1136
"Eriswil, Altersheim",631.141,213.920,778
"Eriswil, Gässli",631.581,213.947,767
"Eriswil, Hinterdorf",631.752,213.708,738
"Eriswil, Schulhaus",631.306,214.153,738
"Eriswil, Station",631.302,214.416,738
"Eriswil, Thanweg",631.279,214.885,738
"Eriz, Bieten Schulhaus",626.295,181.842,993
"Eriz, Bühl",623.938,181.764,974
"Eriz, Gysenbühl",627.138,182.022,1009
"Eriz, Linden",625.945,181.952,988
"Eriz, Losenegg",622.973,181.829,1005
"Eriz, Schwand",625.047,181.980,997
Erlach,574.073,210.973,429
"Erlach, unter den Halden",573.726,210.446,434
"Erlach, Gostel",574.004,209.911,435
"Erlach, Post",574.070,210.234,434
"Erlach, Post/Amthausgasse",574.056,210.213,433
"Erlach, Post/Vinelzstrasse",574.089,210.192,433
"Erlach, Sekundarschule",574.264,209.911,429
Erlen,734.547,268.281,449
"Erlen, Lista",734.590,268.340,430
"Erlenbach i. S., Marktplatz",608.950,167.768,707
Erlenbach i.S. (Stockhornbahn),608.168,167.662,734
Erlenbach im Simmental,608.990,167.535,681
Erlenbach ZH,687.181,240.074,419
"Erlenbach ZH, Allmend",688.226,240.147,550
"Erlenbach ZH, Alterswohnheim",687.425,240.245,435
"Erlenbach ZH, Bahnhof",687.161,240.077,420
"Erlenbach ZH, Bahnhofstrasse",687.172,239.852,415
"Erlenbach ZH, Chapf",688.503,240.326,590
"Erlenbach ZH, Erlenhöhe",688.004,240.110,530
"Erlenbach ZH, Föhrenstrasse",688.415,240.237,575
"Erlenbach ZH, Im Bindschädler",688.138,238.954,475
"Erlenbach ZH, Im Loo",687.343,239.980,430
"Erlenbach ZH, Im Streuli",688.322,239.120,520
"Erlenbach ZH, Im Vogelsang",687.569,240.079,470
"Erlenbach ZH, Pflugstein",688.494,239.105,550
"Erlenbach ZH, Rankstrasse",687.618,240.285,490
"Erlenbach ZH, Rebstrasse",688.000,239.345,470
"Erlenbach ZH, Sandfelsenstr.",687.829,240.247,520
"Erlenbach ZH, Schulhaus",687.670,239.700,450
"Erlenbach ZH, Schützenhaus",688.842,240.254,611
"Erlenbach ZH,Kirchgemeindehaus",687.323,239.743,420
Erlenbach ZSG,687.019,239.765,419
"Erlinsbach, Breitmis",641.628,251.389,473
"Erlinsbach, Dägermoos",642.940,248.888,389
"Erlinsbach, Dorfplatz",643.026,249.776,402
"Erlinsbach, Kilbig",643.004,250.213,430
"Erlinsbach, Oberdorf",642.354,251.231,430
"Erlinsbach, Plattenstrasse",642.249,249.954,428
"Erlinsbach, Rebberg",643.978,249.694,473
"Erlinsbach, Rössli",642.923,250.734,430
"Erlinsbach, Sagi",642.709,250.958,430
"Erlinsbach, Steinenbach",642.996,249.324,393
"Erlinsbach, Stüsslingerstrasse",642.599,249.958,411
"Erlinsbach, Sugen",643.431,249.669,401
Ermatingen,723.694,281.227,402
Ermatingen URh,723.666,281.809,402
"Ermatingen, Adler",723.301,281.003,416
"Ermatingen, Bahnhof",723.690,281.215,402
"Ermatingen, Breitenstein",723.010,280.897,431
"Ermatingen, Friedhof",722.587,281.106,440
"Ermatingen, Rathaus",723.304,281.149,408
Ermensee,660.862,231.285,466
"Ermenswil, Hirschen",709.500,233.660,482
"Ermenswil, Post",709.320,233.810,484
"Ermenswil, Stich",709.850,233.400,510
"Ernen, Aragon",654.002,138.600,1160
"Ernen, Dorfplatz",654.384,138.818,1196
"Ernen, Niederernen",653.648,138.217,1064
"Ernen, Wasen-Zauberwald",653.213,137.391,1248
"Ernen, Z'Brigg",652.913,137.950,990
"Ernen, Zimmerschgade",653.909,138.344,1110
"Ernetschwil, Dorf",718.324,232.992,577
"Ernetschwil, Häblingen",717.963,233.513,593
"Ernetschwil, Hinterernetschwil",718.681,233.037,577
"Ernetschwil, Hof",718.250,233.965,635
"Erschmatt, Dorf",619.453,130.018,1231
"Erschmatt, Kreuzmatten",619.500,129.825,1200
"Erschwil, Dorf",607.800,246.950,446
"Erschwil, St. Benedikt",607.725,247.325,444
"Erschwil, Wendeplatz",607.836,246.429,450
"Ersigen, Oberdorf",611.829,215.659,504
"Ersigen, Post",611.943,215.943,501
"Ersigen, Unterdorf",612.054,216.254,501
Erstfeld,692.471,186.179,472
Erstfeld Nord (Abzw),692.249,186.817,467
"Erstfeld, Bahnhof",692.488,186.186,472
"Erstfeld, Birtschen",692.220,187.050,470
"Erstfeld, Lindenried",692.001,187.964,470
"Erstfeld, Mohrenkopf",692.687,185.878,472
"Erstfeld, Reformierte Kirche",692.450,186.580,470
"Erstfeld, Unterdorf",692.325,186.840,470
"Erzenholz, Dorfbrunnen",706.130,269.590,382
"Erzenholz, Schulhaus",706.360,269.533,381
Erzingen (Baden),674.530,279.335,401
"Erzingen (Baden), Bahnhof",674.500,279.300,401
"Erzingen, Altenwohnstift",674.047,288.707,400
"Erzingen, Grundschule",673.970,278.962,407
"Erzingen, Hauptschule",673.727,278.594,403
"Erzingen, Rathaus",673.825,279.102,420
"Eschen, Allemannenstrasse",757.680,231.180,450
"Eschen, Brühl",757.174,230.827,450
"Eschen, Eintracht",757.845,230.887,450
"Eschen, Haldengasse",757.616,230.814,450
"Eschen, Hunsrücken",757.480,231.110,450
"Eschen, Kohlplatz",758.278,231.005,450
"Eschen, Post",757.950,231.144,450
"Eschen, Presta",758.288,230.621,450
"Eschen, Schönbühl",757.630,231.490,450
"Eschen, Sportpark",758.788,230.394,450
Eschenbach,667.078,220.534,468
"Eschenbach LU, Breitfeld",668.567,218.585,415
"Eschenbach LU, Luzernstrasse",666.982,220.423,461
"Eschenbach SG, Bildstöckli",712.464,233.455,492
"Eschenbach SG, Breiten",712.627,233.316,482
"Eschenbach SG, Dorftreff",712.118,232.935,478
"Eschenbach SG, Gublen",712.621,232.622,466
"Eschenbach SG, Kählen",710.600,233.250,526
"Eschenbach SG, Lettengasse",711.150,233.380,510
"Eschenbach SG, Mettlen",712.459,232.920,471
"Eschenbach SG, Oberfeld",712.880,233.572,523
"Eschenbach SG, Post",712.250,233.250,479
"Eschenbach SG, Riet",711.880,233.340,499
"Eschenbach SG, Säge",711.930,232.700,483
"Eschenbach SG, Sternen",712.317,233.253,479
"Eschenbach SG, Twirren",713.150,233.290,485
Eschenz,708.041,278.185,417
"Eschenz, Barriere",707.918,278.205,419
"Eschenz, Bornhausen",708.233,276.132,522
"Eschenz, Brüelweg",707.855,278.471,407
"Eschenz, Höfen",707.280,278.669,414
"Eschenz, Mettlen",706.945,279.009,406
"Eschenz, Post",707.838,278.440,408
"Eschert, village",596.993,236.078,595
"Eschert, Sous-la-Rive",596.640,236.423,539
Eschlikon,714.596,257.855,567
"Eschlikon TG, altes Schulhaus",715.624,258.277,567
"Eschlikon TG, Bahnhof Süd",714.598,257.798,566
"Eschlikon TG, Mitteldorf",715.225,258.094,567
Escholzmatt,637.915,196.147,853
"Escholzmatt, Bahnhof",637.898,196.126,856
"Escholzmatt, Feldmoos",639.500,197.305,806
"Escholzmatt, Lehn",640.336,197.712,787
"Escholzmatt, Riedgasse",637.527,195.287,833
Eslex,568.350,116.050,511
"Esmonts, bif.",555.052,165.425,812
"Essert FR, bif.",579.645,176.641,757
"Essert FR, La Riedera",579.064,175.801,765
Essert-sous-Champvent,534.434,183.046,507
"Essert-sous-Champvent, gare",534.425,183.025,507
"Essert-sous-Champvent, village",534.727,182.763,482
Essert-Pittet,534.415,175.522,438
"Essertes, collège",550.120,157.022,738
"Essertes, Le Pralet",549.600,156.600,737
Essertfallon,572.200,241.675,736
"Essertines-s.-Yv., Gde Salle",538.917,174.159,602
"Essertines-s.-Yv.,rte Robellaz",538.809,174.012,600
"Essertines-sur-Rolle, village",513.929,149.694,726
"Essertines-sur-Rolle, Bugnaux",514.480,147.710,604
"Essertines-sur-Rolle,Le Pontet",514.389,149.746,694
"Essertines-sur-Yverdon, Covet",538.926,174.271,602
Esslingen,696.150,238.220,478
"Esslingen, Bahnhof",696.180,238.214,478
"Esslingen, Lieburg",696.756,239.164,478
"Esslingen, Loogarten",696.409,238.561,478
